"分类","法规名称","文号/标准号","条款号","条文内容","关键词","官方来源URL","发布机关","施行日期","现行状态","备注"
"消防安全","消防应急照明和疏散指示系统","GB 17945-2024","6.15","6.15 接地电阻试验","消防应急照明,疏散指示,应急照明,疏散,标志灯具,照明灯具,集中电源,配电箱,控制器,蓄电池,应急启动,故障报警,标志,使用说明书","https://openstd.samr.gov.cn/bzgk/std/newGbInfo?hcno=E419CF2378717C5B32EA924C0E4003C0","国家市场监督管理总局、国家标准化管理委员会","2025-05-01","现行有效","用户提供官网下载文件，按本地原文导入；源文件=GB+17945-2024.pdf；抽取方式=PDF候选文本按编号核对清洗；本批导入主文1~9及可确认表格，附录和伪条款号暂列问题清单；标准题录已按全国标准信息公共服务平台核验，官方状态=现行，发布日期=2024-04-29，详情页=https://std.samr.gov.cn/gb/search/gbDetailed?id=174881CA8A1E51C6E06397BE0A0A0EBB；国家标准全文公开系统详情页已按用户截图和官网列表核验，发布日期=2024-04-29"
"消防安全","消防应急照明和疏散指示系统","GB 17945-2024","6.15.1","6.15.1 试验步骤","消防应急照明,疏散指示,应急照明,疏散,标志灯具,照明灯具,集中电源,配电箱,控制器,蓄电池,应急启动,故障报警,标志,使用说明书","https://openstd.samr.gov.cn/bzgk/std/newGbInfo?hcno=E419CF2378717C5B32EA924C0E4003C0","国家市场监督管理总局、国家标准化管理委员会","2025-05-01","现行有效","用户提供官网下载文件，按本地原文导入；源文件=GB+17945-2024.pdf；抽取方式=PDF候选文本按编号核对清洗；本批导入主文1~9及可确认表格，附录和伪条款号暂列问题清单；标准题录已按全国标准信息公共服务平台核验，官方状态=现行，发布日期=2024-04-29，详情页=https://std.samr.gov.cn/gb/search/gbDetailed?id=174881CA8A1E51C6E06397BE0A0A0EBB；国家标准全文公开系统详情页已按用户截图和官网列表核验，发布日期=2024-04-29"
"消防安全","消防应急照明和疏散指示系统","GB 17945-2024","6.15.1.1","6.15.1.1 按5.3.7的要求检查试样的接地端子及接地措施。将从空载电压不超过 12V 产生的至少为
10A 的电流分别接在试样(A 型灯具除外)的接地端子或接地触点与各可触及金属部件之间,至少保持","消防应急照明,疏散指示,应急照明,疏散,标志灯具,照明灯具,集中电源,配电箱,控制器,蓄电池,应急启动,故障报警,标志,使用说明书","https://openstd.samr.gov.cn/bzgk/std/newGbInfo?hcno=E419CF2378717C5B32EA924C0E4003C0","国家市场监督管理总局、国家标准化管理委员会","2025-05-01","现行有效","用户提供官网下载文件，按本地原文导入；源文件=GB+17945-2024.pdf；抽取方式=PDF候选文本按编号核对清洗；本批导入主文1~9及可确认表格，附录和伪条款号暂列问题清单；标准题录已按全国标准信息公共服务平台核验，官方状态=现行，发布日期=2024-04-29，详情页=https://std.samr.gov.cn/gb/search/gbDetailed?id=174881CA8A1E51C6E06397BE0A0A0EBB；国家标准全文公开系统详情页已按用户截图和官网列表核验，发布日期=2024-04-29"
"消防安全","消防应急照明和疏散指示系统","GB 17945-2024","6.15.1.2","6.15.1.2 测量接地端子或接地触点与可触及金属部件之间的接地电阻值。","消防应急照明,疏散指示,应急照明,疏散,标志灯具,照明灯具,集中电源,配电箱,控制器,蓄电池,应急启动,故障报警,标志,使用说明书","https://openstd.samr.gov.cn/bzgk/std/newGbInfo?hcno=E419CF2378717C5B32EA924C0E4003C0","国家市场监督管理总局、国家标准化管理委员会","2025-05-01","现行有效","用户提供官网下载文件，按本地原文导入；源文件=GB+17945-2024.pdf；抽取方式=PDF候选文本按编号核对清洗；本批导入主文1~9及可确认表格，附录和伪条款号暂列问题清单；标准题录已按全国标准信息公共服务平台核验，官方状态=现行，发布日期=2024-04-29，详情页=https://std.samr.gov.cn/gb/search/gbDetailed?id=174881CA8A1E51C6E06397BE0A0A0EBB；国家标准全文公开系统详情页已按用户截图和官网列表核验，发布日期=2024-04-29"
"消防安全","消防应急照明和疏散指示系统","GB 17945-2024","6.15.2","6.15.2 试验设备
试验设备应满足下述要求:
a) 可调直流电源;
b) 空载电压不超过12V 时至少能产生10A 的电流。","消防应急照明,疏散指示,应急照明,疏散,标志灯具,照明灯具,集中电源,配电箱,控制器,蓄电池,应急启动,故障报警,标志,使用说明书","https://openstd.samr.gov.cn/bzgk/std/newGbInfo?hcno=E419CF2378717C5B32EA924C0E4003C0","国家市场监督管理总局、国家标准化管理委员会","2025-05-01","现行有效","用户提供官网下载文件，按本地原文导入；源文件=GB+17945-2024.pdf；抽取方式=PDF候选文本按编号核对清洗；本批导入主文1~9及可确认表格，附录和伪条款号暂列问题清单；标准题录已按全国标准信息公共服务平台核验，官方状态=现行，发布日期=2024-04-29，详情页=https://std.samr.gov.cn/gb/search/gbDetailed?id=174881CA8A1E51C6E06397BE0A0A0EBB；国家标准全文公开系统详情页已按用户截图和官网列表核验，发布日期=2024-04-29"
"消防安全","消防应急照明和疏散指示系统","GB 17945-2024","6.16","6.16 电气强度试验","消防应急照明,疏散指示,应急照明,疏散,标志灯具,照明灯具,集中电源,配电箱,控制器,蓄电池,应急启动,故障报警,标志,使用说明书","https://openstd.samr.gov.cn/bzgk/std/newGbInfo?hcno=E419CF2378717C5B32EA924C0E4003C0","国家市场监督管理总局、国家标准化管理委员会","2025-05-01","现行有效","用户提供官网下载文件，按本地原文导入；源文件=GB+17945-2024.pdf；抽取方式=PDF候选文本按编号核对清洗；本批导入主文1~9及可确认表格，附录和伪条款号暂列问题清单；标准题录已按全国标准信息公共服务平台核验，官方状态=现行，发布日期=2024-04-29，详情页=https://std.samr.gov.cn/gb/search/gbDetailed?id=174881CA8A1E51C6E06397BE0A0A0EBB；国家标准全文公开系统详情页已按用户截图和官网列表核验，发布日期=2024-04-29"
"消防安全","消防应急照明和疏散指示系统","GB 17945-2024","6.16.1","6.16.1 试验步骤","消防应急照明,疏散指示,应急照明,疏散,标志灯具,照明灯具,集中电源,配电箱,控制器,蓄电池,应急启动,故障报警,标志,使用说明书","https://openstd.samr.gov.cn/bzgk/std/newGbInfo?hcno=E419CF2378717C5B32EA924C0E4003C0","国家市场监督管理总局、国家标准化管理委员会","2025-05-01","现行有效","用户提供官网下载文件，按本地原文导入；源文件=GB+17945-2024.pdf；抽取方式=PDF候选文本按编号核对清洗；本批导入主文1~9及可确认表格，附录和伪条款号暂列问题清单；标准题录已按全国标准信息公共服务平台核验，官方状态=现行，发布日期=2024-04-29，详情页=https://std.samr.gov.cn/gb/search/gbDetailed?id=174881CA8A1E51C6E06397BE0A0A0EBB；国家标准全文公开系统详情页已按用户截图和官网列表核验，发布日期=2024-04-29"
"消防安全","消防应急照明和疏散指示系统","GB 17945-2024","6.16.1.1","6.16.1.1 将试样的接地保护元件拆除。用电气强度试验装置,以100V/s~500V/s的升压速率,分别
对试样的下述部位施加1250 V、50 Hz的 交 流 电 压,持 续 60s±5s,观 察 并 记 录 试 验 期 间 所 发 生 的
现象:
a) 额定工作电压大于48V 的外部带电端子与外壳间;
b) 额定工作电压大于48V 的主电源输入端与外壳间(电源开关置于开位置,不接通电源)。","消防应急照明,疏散指示,应急照明,疏散,标志灯具,照明灯具,集中电源,配电箱,控制器,蓄电池,应急启动,故障报警,标志,使用说明书","https://openstd.samr.gov.cn/bzgk/std/newGbInfo?hcno=E419CF2378717C5B32EA924C0E4003C0","国家市场监督管理总局、国家标准化管理委员会","2025-05-01","现行有效","用户提供官网下载文件，按本地原文导入；源文件=GB+17945-2024.pdf；抽取方式=PDF候选文本按编号核对清洗；本批导入主文1~9及可确认表格，附录和伪条款号暂列问题清单；标准题录已按全国标准信息公共服务平台核验，官方状态=现行，发布日期=2024-04-29，详情页=https://std.samr.gov.cn/gb/search/gbDetailed?id=174881CA8A1E51C6E06397BE0A0A0EBB；国家标准全文公开系统详情页已按用户截图和官网列表核验，发布日期=2024-04-29"
"消防安全","消防应急照明和疏散指示系统","GB 17945-2024","6.16.1.2","6.16.1.2 再以100V/s~500V/s的降压速率使试验电压低于试样额定工作电压后,方可断电。","消防应急照明,疏散指示,应急照明,疏散,标志灯具,照明灯具,集中电源,配电箱,控制器,蓄电池,应急启动,故障报警,标志,使用说明书","https://openstd.samr.gov.cn/bzgk/std/newGbInfo?hcno=E419CF2378717C5B32EA924C0E4003C0","国家市场监督管理总局、国家标准化管理委员会","2025-05-01","现行有效","用户提供官网下载文件，按本地原文导入；源文件=GB+17945-2024.pdf；抽取方式=PDF候选文本按编号核对清洗；本批导入主文1~9及可确认表格，附录和伪条款号暂列问题清单；标准题录已按全国标准信息公共服务平台核验，官方状态=现行，发布日期=2024-04-29，详情页=https://std.samr.gov.cn/gb/search/gbDetailed?id=174881CA8A1E51C6E06397BE0A0A0EBB；国家标准全文公开系统详情页已按用户截图和官网列表核验，发布日期=2024-04-29"
"消防安全","消防应急照明和疏散指示系统","GB 17945-2024","6.16.2","6.16.2 试验设备
试验设备应满足下述要求。
a) 试验电压:AC0V~1250V(有效值)连续可调,频率50 Hz。
b) 升、降压速率:100V/s~500V/s。
c) 计时:60s±5s。","消防应急照明,疏散指示,应急照明,疏散,标志灯具,照明灯具,集中电源,配电箱,控制器,蓄电池,应急启动,故障报警,标志,使用说明书","https://openstd.samr.gov.cn/bzgk/std/newGbInfo?hcno=E419CF2378717C5B32EA924C0E4003C0","国家市场监督管理总局、国家标准化管理委员会","2025-05-01","现行有效","用户提供官网下载文件，按本地原文导入；源文件=GB+17945-2024.pdf；抽取方式=PDF候选文本按编号核对清洗；本批导入主文1~9及可确认表格，附录和伪条款号暂列问题清单；标准题录已按全国标准信息公共服务平台核验，官方状态=现行，发布日期=2024-04-29，详情页=https://std.samr.gov.cn/gb/search/gbDetailed?id=174881CA8A1E51C6E06397BE0A0A0EBB；国家标准全文公开系统详情页已按用户截图和官网列表核验，发布日期=2024-04-29"
"消防安全","消防应急照明和疏散指示系统","GB 17945-2024","6.17","6.17 高温(运行)试验","消防应急照明,疏散指示,应急照明,疏散,标志灯具,照明灯具,集中电源,配电箱,控制器,蓄电池,应急启动,故障报警,标志,使用说明书","https://openstd.samr.gov.cn/bzgk/std/newGbInfo?hcno=E419CF2378717C5B32EA924C0E4003C0","国家市场监督管理总局、国家标准化管理委员会","2025-05-01","现行有效","用户提供官网下载文件，按本地原文导入；源文件=GB+17945-2024.pdf；抽取方式=PDF候选文本按编号核对清洗；本批导入主文1~9及可确认表格，附录和伪条款号暂列问题清单；标准题录已按全国标准信息公共服务平台核验，官方状态=现行，发布日期=2024-04-29，详情页=https://std.samr.gov.cn/gb/search/gbDetailed?id=174881CA8A1E51C6E06397BE0A0A0EBB；国家标准全文公开系统详情页已按用户截图和官网列表核验，发布日期=2024-04-29"
"消防安全","消防应急照明和疏散指示系统","GB 17945-2024","6.17.1","6.17.1 试验步骤","消防应急照明,疏散指示,应急照明,疏散,标志灯具,照明灯具,集中电源,配电箱,控制器,蓄电池,应急启动,故障报警,标志,使用说明书","https://openstd.samr.gov.cn/bzgk/std/newGbInfo?hcno=E419CF2378717C5B32EA924C0E4003C0","国家市场监督管理总局、国家标准化管理委员会","2025-05-01","现行有效","用户提供官网下载文件，按本地原文导入；源文件=GB+17945-2024.pdf；抽取方式=PDF候选文本按编号核对清洗；本批导入主文1~9及可确认表格，附录和伪条款号暂列问题清单；标准题录已按全国标准信息公共服务平台核验，官方状态=现行，发布日期=2024-04-29，详情页=https://std.samr.gov.cn/gb/search/gbDetailed?id=174881CA8A1E51C6E06397BE0A0A0EBB；国家标准全文公开系统详情页已按用户截图和官网列表核验，发布日期=2024-04-29"
"消防安全","消防应急照明和疏散指示系统","GB 17945-2024","6.17.1.1","6.17.1.1 将试样在正常大气条件下充电24h后放入试验箱,接通电源,使其处于正常工作状态。","消防应急照明,疏散指示,应急照明,疏散,标志灯具,照明灯具,集中电源,配电箱,控制器,蓄电池,应急启动,故障报警,标志,使用说明书","https://openstd.samr.gov.cn/bzgk/std/newGbInfo?hcno=E419CF2378717C5B32EA924C0E4003C0","国家市场监督管理总局、国家标准化管理委员会","2025-05-01","现行有效","用户提供官网下载文件，按本地原文导入；源文件=GB+17945-2024.pdf；抽取方式=PDF候选文本按编号核对清洗；本批导入主文1~9及可确认表格，附录和伪条款号暂列问题清单；标准题录已按全国标准信息公共服务平台核验，官方状态=现行，发布日期=2024-04-29，详情页=https://std.samr.gov.cn/gb/search/gbDetailed?id=174881CA8A1E51C6E06397BE0A0A0EBB；国家标准全文公开系统详情页已按用户截图和官网列表核验，发布日期=2024-04-29"
"消防安全","消防应急照明和疏散指示系统","GB 17945-2024","6.17.1.2","6.17.1.2 以不大于1 °C/min的平均升温速率升到55 °C ±2 °C、70 °C ±2 °C 或 适 用 场 所 最 高 温 度,保
持16h。","消防应急照明,疏散指示,应急照明,疏散,标志灯具,照明灯具,集中电源,配电箱,控制器,蓄电池,应急启动,故障报警,标志,使用说明书","https://openstd.samr.gov.cn/bzgk/std/newGbInfo?hcno=E419CF2378717C5B32EA924C0E4003C0","国家市场监督管理总局、国家标准化管理委员会","2025-05-01","现行有效","用户提供官网下载文件，按本地原文导入；源文件=GB+17945-2024.pdf；抽取方式=PDF候选文本按编号核对清洗；本批导入主文1~9及可确认表格，附录和伪条款号暂列问题清单；标准题录已按全国标准信息公共服务平台核验，官方状态=现行，发布日期=2024-04-29，详情页=https://std.samr.gov.cn/gb/search/gbDetailed?id=174881CA8A1E51C6E06397BE0A0A0EBB；国家标准全文公开系统详情页已按用户截图和官网列表核验，发布日期=2024-04-29"
"消防安全","消防应急照明和疏散指示系统","GB 17945-2024","6.17.1.3","6.17.1.3 试验期间,观察并记录试样的工作状态。","消防应急照明,疏散指示,应急照明,疏散,标志灯具,照明灯具,集中电源,配电箱,控制器,蓄电池,应急启动,故障报警,标志,使用说明书","https://openstd.samr.gov.cn/bzgk/std/newGbInfo?hcno=E419CF2378717C5B32EA924C0E4003C0","国家市场监督管理总局、国家标准化管理委员会","2025-05-01","现行有效","用户提供官网下载文件，按本地原文导入；源文件=GB+17945-2024.pdf；抽取方式=PDF候选文本按编号核对清洗；本批导入主文1~9及可确认表格，附录和伪条款号暂列问题清单；标准题录已按全国标准信息公共服务平台核验，官方状态=现行，发布日期=2024-04-29，详情页=https://std.samr.gov.cn/gb/search/gbDetailed?id=174881CA8A1E51C6E06397BE0A0A0EBB；国家标准全文公开系统详情页已按用户截图和官网列表核验，发布日期=2024-04-29"
"消防安全","消防应急照明和疏散指示系统","GB 17945-2024","6.17.1.4","6.17.1.4 试验后,取出试样,检查试样形变、腐蚀、涂覆层脱落、起泡情况。","消防应急照明,疏散指示,应急照明,疏散,标志灯具,照明灯具,集中电源,配电箱,控制器,蓄电池,应急启动,故障报警,标志,使用说明书","https://openstd.samr.gov.cn/bzgk/std/newGbInfo?hcno=E419CF2378717C5B32EA924C0E4003C0","国家市场监督管理总局、国家标准化管理委员会","2025-05-01","现行有效","用户提供官网下载文件，按本地原文导入；源文件=GB+17945-2024.pdf；抽取方式=PDF候选文本按编号核对清洗；本批导入主文1~9及可确认表格，附录和伪条款号暂列问题清单；标准题录已按全国标准信息公共服务平台核验，官方状态=现行，发布日期=2024-04-29，详情页=https://std.samr.gov.cn/gb/search/gbDetailed?id=174881CA8A1E51C6E06397BE0A0A0EBB；国家标准全文公开系统详情页已按用户截图和官网列表核验，发布日期=2024-04-29"
"消防安全","消防应急照明和疏散指示系统","GB 17945-2024","6.17.1.5","6.17.1.5 试验后,按5.4.3的要求进行判定。","消防应急照明,疏散指示,应急照明,疏散,标志灯具,照明灯具,集中电源,配电箱,控制器,蓄电池,应急启动,故障报警,标志,使用说明书","https://openstd.samr.gov.cn/bzgk/std/newGbInfo?hcno=E419CF2378717C5B32EA924C0E4003C0","国家市场监督管理总局、国家标准化管理委员会","2025-05-01","现行有效","用户提供官网下载文件，按本地原文导入；源文件=GB+17945-2024.pdf；抽取方式=PDF候选文本按编号核对清洗；本批导入主文1~9及可确认表格，附录和伪条款号暂列问题清单；标准题录已按全国标准信息公共服务平台核验，官方状态=现行，发布日期=2024-04-29，详情页=https://std.samr.gov.cn/gb/search/gbDetailed?id=174881CA8A1E51C6E06397BE0A0A0EBB；国家标准全文公开系统详情页已按用户截图和官网列表核验，发布日期=2024-04-29"
"消防安全","消防应急照明和疏散指示系统","GB 17945-2024","6.17.2","6.17.2 试验设备
试验设备应符合 GB/T16838的规定。","消防应急照明,疏散指示,应急照明,疏散,标志灯具,照明灯具,集中电源,配电箱,控制器,蓄电池,应急启动,故障报警,标志,使用说明书","https://openstd.samr.gov.cn/bzgk/std/newGbInfo?hcno=E419CF2378717C5B32EA924C0E4003C0","国家市场监督管理总局、国家标准化管理委员会","2025-05-01","现行有效","用户提供官网下载文件，按本地原文导入；源文件=GB+17945-2024.pdf；抽取方式=PDF候选文本按编号核对清洗；本批导入主文1~9及可确认表格，附录和伪条款号暂列问题清单；标准题录已按全国标准信息公共服务平台核验，官方状态=现行，发布日期=2024-04-29，详情页=https://std.samr.gov.cn/gb/search/gbDetailed?id=174881CA8A1E51C6E06397BE0A0A0EBB；国家标准全文公开系统详情页已按用户截图和官网列表核验，发布日期=2024-04-29"
"消防安全","消防应急照明和疏散指示系统","GB 17945-2024","6.18","6.18 低温(运行)试验","消防应急照明,疏散指示,应急照明,疏散,标志灯具,照明灯具,集中电源,配电箱,控制器,蓄电池,应急启动,故障报警,标志,使用说明书","https://openstd.samr.gov.cn/bzgk/std/newGbInfo?hcno=E419CF2378717C5B32EA924C0E4003C0","国家市场监督管理总局、国家标准化管理委员会","2025-05-01","现行有效","用户提供官网下载文件，按本地原文导入；源文件=GB+17945-2024.pdf；抽取方式=PDF候选文本按编号核对清洗；本批导入主文1~9及可确认表格，附录和伪条款号暂列问题清单；标准题录已按全国标准信息公共服务平台核验，官方状态=现行，发布日期=2024-04-29，详情页=https://std.samr.gov.cn/gb/search/gbDetailed?id=174881CA8A1E51C6E06397BE0A0A0EBB；国家标准全文公开系统详情页已按用户截图和官网列表核验，发布日期=2024-04-29"
"消防安全","消防应急照明和疏散指示系统","GB 17945-2024","6.18.1","6.18.1 试验步骤","消防应急照明,疏散指示,应急照明,疏散,标志灯具,照明灯具,集中电源,配电箱,控制器,蓄电池,应急启动,故障报警,标志,使用说明书","https://openstd.samr.gov.cn/bzgk/std/newGbInfo?hcno=E419CF2378717C5B32EA924C0E4003C0","国家市场监督管理总局、国家标准化管理委员会","2025-05-01","现行有效","用户提供官网下载文件，按本地原文导入；源文件=GB+17945-2024.pdf；抽取方式=PDF候选文本按编号核对清洗；本批导入主文1~9及可确认表格，附录和伪条款号暂列问题清单；标准题录已按全国标准信息公共服务平台核验，官方状态=现行，发布日期=2024-04-29，详情页=https://std.samr.gov.cn/gb/search/gbDetailed?id=174881CA8A1E51C6E06397BE0A0A0EBB；国家标准全文公开系统详情页已按用户截图和官网列表核验，发布日期=2024-04-29"
"消防安全","消防应急照明和疏散指示系统","GB 17945-2024","6.18.1.1","6.18.1.1 将试样在正常大气条件下充电24h后放入试验箱,接通电源,使其处于正常工作状态。","消防应急照明,疏散指示,应急照明,疏散,标志灯具,照明灯具,集中电源,配电箱,控制器,蓄电池,应急启动,故障报警,标志,使用说明书","https://openstd.samr.gov.cn/bzgk/std/newGbInfo?hcno=E419CF2378717C5B32EA924C0E4003C0","国家市场监督管理总局、国家标准化管理委员会","2025-05-01","现行有效","用户提供官网下载文件，按本地原文导入；源文件=GB+17945-2024.pdf；抽取方式=PDF候选文本按编号核对清洗；本批导入主文1~9及可确认表格，附录和伪条款号暂列问题清单；标准题录已按全国标准信息公共服务平台核验，官方状态=现行，发布日期=2024-04-29，详情页=https://std.samr.gov.cn/gb/search/gbDetailed?id=174881CA8A1E51C6E06397BE0A0A0EBB；国家标准全文公开系统详情页已按用户截图和官网列表核验，发布日期=2024-04-29"
"消防安全","消防应急照明和疏散指示系统","GB 17945-2024","6.18.1.2","6.18.1.2 以不大于1 °C/min 的 平 均 降 温 速 率 降 到 -10 °C ±1 °C、-40 °C ±3 °C 或 适 用 场 所 最 低 温
度,保持16h。","消防应急照明,疏散指示,应急照明,疏散,标志灯具,照明灯具,集中电源,配电箱,控制器,蓄电池,应急启动,故障报警,标志,使用说明书","https://openstd.samr.gov.cn/bzgk/std/newGbInfo?hcno=E419CF2378717C5B32EA924C0E4003C0","国家市场监督管理总局、国家标准化管理委员会","2025-05-01","现行有效","用户提供官网下载文件，按本地原文导入；源文件=GB+17945-2024.pdf；抽取方式=PDF候选文本按编号核对清洗；本批导入主文1~9及可确认表格，附录和伪条款号暂列问题清单；标准题录已按全国标准信息公共服务平台核验，官方状态=现行，发布日期=2024-04-29，详情页=https://std.samr.gov.cn/gb/search/gbDetailed?id=174881CA8A1E51C6E06397BE0A0A0EBB；国家标准全文公开系统详情页已按用户截图和官网列表核验，发布日期=2024-04-29"
"消防安全","消防应急照明和疏散指示系统","GB 17945-2024","6.18.1.3","6.18.1.3 试验期间,观察并记录试样的工作状态。","消防应急照明,疏散指示,应急照明,疏散,标志灯具,照明灯具,集中电源,配电箱,控制器,蓄电池,应急启动,故障报警,标志,使用说明书","https://openstd.samr.gov.cn/bzgk/std/newGbInfo?hcno=E419CF2378717C5B32EA924C0E4003C0","国家市场监督管理总局、国家标准化管理委员会","2025-05-01","现行有效","用户提供官网下载文件，按本地原文导入；源文件=GB+17945-2024.pdf；抽取方式=PDF候选文本按编号核对清洗；本批导入主文1~9及可确认表格，附录和伪条款号暂列问题清单；标准题录已按全国标准信息公共服务平台核验，官方状态=现行，发布日期=2024-04-29，详情页=https://std.samr.gov.cn/gb/search/gbDetailed?id=174881CA8A1E51C6E06397BE0A0A0EBB；国家标准全文公开系统详情页已按用户截图和官网列表核验，发布日期=2024-04-29"
"消防安全","消防应急照明和疏散指示系统","GB 17945-2024","6.18.1.4","6.18.1.4 试验后,取出试样,检查试样形变、腐蚀、涂覆层脱落、起泡情况。","消防应急照明,疏散指示,应急照明,疏散,标志灯具,照明灯具,集中电源,配电箱,控制器,蓄电池,应急启动,故障报警,标志,使用说明书","https://openstd.samr.gov.cn/bzgk/std/newGbInfo?hcno=E419CF2378717C5B32EA924C0E4003C0","国家市场监督管理总局、国家标准化管理委员会","2025-05-01","现行有效","用户提供官网下载文件，按本地原文导入；源文件=GB+17945-2024.pdf；抽取方式=PDF候选文本按编号核对清洗；本批导入主文1~9及可确认表格，附录和伪条款号暂列问题清单；标准题录已按全国标准信息公共服务平台核验，官方状态=现行，发布日期=2024-04-29，详情页=https://std.samr.gov.cn/gb/search/gbDetailed?id=174881CA8A1E51C6E06397BE0A0A0EBB；国家标准全文公开系统详情页已按用户截图和官网列表核验，发布日期=2024-04-29"
"消防安全","消防应急照明和疏散指示系统","GB 17945-2024","6.18.1.5","6.18.1.5 试验后,立即测量试样的持续应急工作时间。","消防应急照明,疏散指示,应急照明,疏散,标志灯具,照明灯具,集中电源,配电箱,控制器,蓄电池,应急启动,故障报警,标志,使用说明书","https://openstd.samr.gov.cn/bzgk/std/newGbInfo?hcno=E419CF2378717C5B32EA924C0E4003C0","国家市场监督管理总局、国家标准化管理委员会","2025-05-01","现行有效","用户提供官网下载文件，按本地原文导入；源文件=GB+17945-2024.pdf；抽取方式=PDF候选文本按编号核对清洗；本批导入主文1~9及可确认表格，附录和伪条款号暂列问题清单；标准题录已按全国标准信息公共服务平台核验，官方状态=现行，发布日期=2024-04-29，详情页=https://std.samr.gov.cn/gb/search/gbDetailed?id=174881CA8A1E51C6E06397BE0A0A0EBB；国家标准全文公开系统详情页已按用户截图和官网列表核验，发布日期=2024-04-29"
"消防安全","消防应急照明和疏散指示系统","GB 17945-2024","6.18.1.6","6.18.1.6 试验后,按5.4.3的要求进行判定。","消防应急照明,疏散指示,应急照明,疏散,标志灯具,照明灯具,集中电源,配电箱,控制器,蓄电池,应急启动,故障报警,标志,使用说明书","https://openstd.samr.gov.cn/bzgk/std/newGbInfo?hcno=E419CF2378717C5B32EA924C0E4003C0","国家市场监督管理总局、国家标准化管理委员会","2025-05-01","现行有效","用户提供官网下载文件，按本地原文导入；源文件=GB+17945-2024.pdf；抽取方式=PDF候选文本按编号核对清洗；本批导入主文1~9及可确认表格，附录和伪条款号暂列问题清单；标准题录已按全国标准信息公共服务平台核验，官方状态=现行，发布日期=2024-04-29，详情页=https://std.samr.gov.cn/gb/search/gbDetailed?id=174881CA8A1E51C6E06397BE0A0A0EBB；国家标准全文公开系统详情页已按用户截图和官网列表核验，发布日期=2024-04-29"
"消防安全","消防应急照明和疏散指示系统","GB 17945-2024","6.18.2","6.18.2 试验设备
试验设备应符合 GB/T16838的规定。","消防应急照明,疏散指示,应急照明,疏散,标志灯具,照明灯具,集中电源,配电箱,控制器,蓄电池,应急启动,故障报警,标志,使用说明书","https://openstd.samr.gov.cn/bzgk/std/newGbInfo?hcno=E419CF2378717C5B32EA924C0E4003C0","国家市场监督管理总局、国家标准化管理委员会","2025-05-01","现行有效","用户提供官网下载文件，按本地原文导入；源文件=GB+17945-2024.pdf；抽取方式=PDF候选文本按编号核对清洗；本批导入主文1~9及可确认表格，附录和伪条款号暂列问题清单；标准题录已按全国标准信息公共服务平台核验，官方状态=现行，发布日期=2024-04-29，详情页=https://std.samr.gov.cn/gb/search/gbDetailed?id=174881CA8A1E51C6E06397BE0A0A0EBB；国家标准全文公开系统详情页已按用户截图和官网列表核验，发布日期=2024-04-29"
"消防安全","消防应急照明和疏散指示系统","GB 17945-2024","6.19","6.19 恒定湿热(运行)试验","消防应急照明,疏散指示,应急照明,疏散,标志灯具,照明灯具,集中电源,配电箱,控制器,蓄电池,应急启动,故障报警,标志,使用说明书","https://openstd.samr.gov.cn/bzgk/std/newGbInfo?hcno=E419CF2378717C5B32EA924C0E4003C0","国家市场监督管理总局、国家标准化管理委员会","2025-05-01","现行有效","用户提供官网下载文件，按本地原文导入；源文件=GB+17945-2024.pdf；抽取方式=PDF候选文本按编号核对清洗；本批导入主文1~9及可确认表格，附录和伪条款号暂列问题清单；标准题录已按全国标准信息公共服务平台核验，官方状态=现行，发布日期=2024-04-29，详情页=https://std.samr.gov.cn/gb/search/gbDetailed?id=174881CA8A1E51C6E06397BE0A0A0EBB；国家标准全文公开系统详情页已按用户截图和官网列表核验，发布日期=2024-04-29"
"消防安全","消防应急照明和疏散指示系统","GB 17945-2024","6.19.1","6.19.1 试验步骤","消防应急照明,疏散指示,应急照明,疏散,标志灯具,照明灯具,集中电源,配电箱,控制器,蓄电池,应急启动,故障报警,标志,使用说明书","https://openstd.samr.gov.cn/bzgk/std/newGbInfo?hcno=E419CF2378717C5B32EA924C0E4003C0","国家市场监督管理总局、国家标准化管理委员会","2025-05-01","现行有效","用户提供官网下载文件，按本地原文导入；源文件=GB+17945-2024.pdf；抽取方式=PDF候选文本按编号核对清洗；本批导入主文1~9及可确认表格，附录和伪条款号暂列问题清单；标准题录已按全国标准信息公共服务平台核验，官方状态=现行，发布日期=2024-04-29，详情页=https://std.samr.gov.cn/gb/search/gbDetailed?id=174881CA8A1E51C6E06397BE0A0A0EBB；国家标准全文公开系统详情页已按用户截图和官网列表核验，发布日期=2024-04-29"
